产品名称,单位,产量,比上年增长（%）,来源文件,年份,表格编号
原煤,亿吨,47.8,1.2,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
原油,万吨,21289.1,1.8,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
天然气,亿立方米,2464.5,6.0,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
发电量,亿千瓦时,100868.8,6.7,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
其中：火电[26],亿千瓦时,63742.6,1.7,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
水电,亿千瓦时,14256.8,10.9,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
核电,亿千瓦时,4508.5,3.7,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
风电,亿千瓦时,9970.4,12.5,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
太阳能发电,亿千瓦时,8390.4,43.6,中华人民共和国2024年国民经济和社会发展统计公报 - 国家统计局.html,2024,21
