指标,2025年,2024年,2023年,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2025年_标准化,2024年_标准化,2023年_标准化,2022年_标准化,2021年_标准化,2020年_标准化,2019年_标准化,2018年_标准化,2017年_标准化,2016年_标准化
国民总收入 (亿元),1393700.0,1338797.3,1284773.9,1223706.8,1165816.8,1026751.9,1003108.4,931972.5,846292.7,757492.0,0.9937493332224713,0.9926228305204968,0.9921186793556,0.9909975577432726,0.9926596571780636,0.9915595942132203,0.9970451105988163,0.9953658181340715,0.9986141969937659,0.9947603434020817
国内生产总值 (亿元),1401879.2,1348066.2,1294271.7,1234029.4,1173823.0,1034867.6,1005872.4,936010.1,847382.9,761193.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
第一产业增加值 (亿元),93346.8,91635.8,89169.1,88207.0,83216.5,78030.9,70473.6,64745.2,62099.5,60139.2,0.0,0.0,0.0,0.0007168743858165618,9.672580846272894e-05,0.004880660980171587,0.0,0.0,0.0017904086720608157,0.007489551833101148
第二产业增加值 (亿元),499653.0,490305.4,475936.1,467629.6,447138.2,381985.8,379860.0,364835.2,331580.5,295427.8,0.31050526528804334,0.317303369928012,0.3209411381238411,0.33161510229326546,0.33375189784287695,0.32099667030531354,0.3307534711397962,0.3444302645498516,0.34434001417835874,0.3405972160873455
第三产业增加值 (亿元),808879.3,766124.9,729166.5,678192.7,643468.4,574850.9,555538.9,506429.8,453702.9,405626.0,0.5468206213311952,0.5368296564616711,0.5310729559458258,0.5152492786778534,0.5137537681807847,0.521578222864902,0.518565236560064,0.5069463948335345,0.499575373789917,0.49660930085057703
人均国内生产总值 (元),99665.0,95677.0,91746.0,87385.0,83111.0,73338.0,71453.0,66726.0,60691.0,54849.0,0.004828462787776594,0.0032164137384768764,0.0021383241559681265,0.0,0.0,0.0,0.0010470400432414434,0.0022734761838793262,0.0,0.0
