指标,2025年,2024年,2023年,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2025年_标准化,2024年_标准化,2023年_标准化,2022年_标准化,2021年_标准化,2020年_标准化,2019年_标准化,2018年_标准化,2017年_标准化,2016年_标准化
国民总收入指数 (上年=100),105.1,105.0,105.5,103.0,108.7,101.8,106.2,106.4,107.3,106.8,0.7983193277310844,0.5294117647058587,0.6363636363636381,0.35833333333332956,0.7735849056603775,0.0,0.6888888888888908,0.5282258064516145,0.7981072555205043,0.6302521008403343
国内生产总值指数 (上年=100),105.0,105.0,105.4,103.1,108.6,102.3,106.1,106.8,106.9,106.8,0.7310924369747855,0.5294117647058587,0.5909090909090953,0.42499999999999244,0.6981132075471629,0.5063291139240448,0.6666666666666666,0.657258064516127,0.6971608832807582,0.6302521008403343
第一产业增加值指数 (上年=100),103.91250000000001,104.88750000000002,104.1,103.9625,107.67500000000001,102.78750000000001,103.1,104.76249999999999,104.13750000000002,104.925,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
第二产业增加值指数 (上年=100),104.5,105.0,104.4,102.4625,108.2,102.1,104.6,105.8,105.9,106.0,0.39495798319327236,0.5294117647058587,0.13636363636364135,0.0,0.3962264150943366,0.303797468354424,0.3333333333333333,0.334677419354839,0.4447949526813877,0.361344537815126
第三产业增加值指数 (上年=100),105.4,105.1,106.3,103.5,109.0,102.4,107.6,107.86250000000001,108.1,107.9,1.0,1.0,1.0,0.6916666666666629,1.0,0.6075949367088624,1.0,1.0,1.0,1.0
人均国内生产总值指数 (上年=100),105.1,105.1,105.5,103.1,108.5,102.1,105.7,106.3,106.2,106.2,0.7983193277310844,1.0,0.6363636363636381,0.42499999999999244,0.622641509433959,0.303797468354424,0.5777777777777797,0.495967741935483,0.5205047318611982,0.42857142857142927
