指标,2025年,2024年,2023年,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2025年_标准化,2024年_标准化,2023年_标准化,2022年_标准化,2021年_标准化,2020年_标准化,2019年_标准化,2018年_标准化,2017年_标准化,2016年_标准化
国民总收入指数 (1978年=100),5254.4,4971.7,4734.6,4486.7,4357.2,4009.1,3937.5,3706.5,3482.4,3246.2,0.6334315375982041,0.6308059047365225,0.6307351956003553,0.6351627196840199,0.639524700791593,0.6360675871822546,0.6387575705796359,0.6263618290258449,0.6209702924371164,0.6105220775734801
国内生产总值指数 (1978年=100),5254.4,5006.1,4769.6,4524.6,4387.1,4040.8,3948.4,3722.5,3486.9,3262.1,0.6334315375982041,0.6358992582063697,0.6361880131490801,0.6414524453590454,0.6446588938303828,0.6419665785849864,0.6408270205615995,0.6295427435387674,0.6219190790444663,0.614078647161455
第一产业增加值指数 (1978年=100),739.3,711.3,686.1,659.4,632.8,591.0,573.1,555.9,537.2,516.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
第二产业增加值指数 (1978年=100),7565.3,7239.6,6891.7,6603.0,6454.5,5964.8,5840.2,5585.9,5280.1,4987.4,0.957631874298541,0.9665970772442589,0.9668001308676211,0.9863750269678211,0.9996565757164689,1.0,1.0,1.0,1.0,1.0
第三产业增加值指数 (1978年=100),7867.3,7465.2,7104.8,6685.1,6456.5,5922.6,5785.0,5376.8,4980.5,4606.7,1.0,1.0,1.0,1.0,1.0,0.992147084000149,0.9895198496326252,0.9584294234592446,0.9368318960973243,0.9148436451483023
人均国内生产总值指数 (1978年=100),3571.8,3397.3,3232.8,3063.5,2970.0,2738.0,2681.8,2537.4,2387.9,2247.5,0.39737654320987653,0.39769614593049946,0.3967625843239286,0.39897439301657894,0.40132561773443,0.3995310580966913,0.40035313550150947,0.39393638170974155,0.39020430538278267,0.3871292443967253
