指标,2024年,2023年,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2024年_标准化,2023年_标准化,2022年_标准化,2021年_标准化,2020年_标准化,2019年_标准化,2018年_标准化,2017年_标准化,2016年_标准化
人均能源生产量 (千克标准煤),3393.4,3347.7,3284.0,3024.0,2886.0,2822.0,2701.0,2570.0,2493.0,0,0,0.4168569254185693,0.40733830845771146,0.41432584269662925,0.4057797537619699,0.3972588623248145,0.3905195681511471,0.3871352510026275
人均原煤生产量 (千克),3393.4,3347.7,3228.0,2920.0,2765.6,2732.0,2636.2,2524.0,2457.9,0,0,0.3955479452054795,0.375,0.375,0.375,0.37499999999999994,0.375,0.375
人均原油生产量 (千克),3393.4,3347.7,2188.5,1714.0,1617.4999999999998,1635.5,1544.4999999999995,1412.5,1373.2500000000002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
人均电力生产量 (千瓦小时),3393.4,3347.7,4816.5,4930.0,4679.1,4559.5,4455.700000000001,4376.5,4265.65,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
人均能源消费量 (千克标准煤),3393.4,3347.7,3831.0,3724.0,3531.0,3463.0,3364.0,3265.0,3181.0,0,0,0.625,0.625,0.625,0.625,0.6249999999999999,0.625,0.625
人均煤炭消费量 (千克),3393.4,3347.7,3174.0,3042.0,2869.0,2855.0,2833.0,2803.0,2802.0,0,0,0.375,0.4129353233830846,0.4087731904886334,0.4170656634746922,0.44260098928277,0.4691295546558704,0.49396694786336603
人均石油消费量 (千克),3393.4,3347.7,2188.5,1714.0,1617.4999999999998,1635.5,1544.4999999999995,1412.5,1373.2500000000002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
人均电力消费量 (千瓦小时),3393.4,3347.7,4816.5,4930.0,4679.1,4559.5,4455.700000000001,4376.5,4265.65,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
注：人均能源生产量和消费量按年平均人口数计算。,3393.4,3347.7,3256.0,3033.0,2877.5,2838.5,2767.0,2686.5,2647.5,0,0,0.4062024353120244,0.410136815920398,0.41154951659263134,0.4114227086183311,0.41992992580379224,0.4298245614035088,0.4405510994329968
