指标,2024年,2023年,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2024年_标准化,2023年_标准化,2022年_标准化,2021年_标准化,2020年_标准化,2019年_标准化,2018年_标准化,2017年_标准化,2016年_标准化
二氧化硫排放量 (万吨),222.28,237.97,243.52,274.78,318.22,457.29,516.12,610.84,854.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
氮氧化物排放量 (万吨),886.61,957.81,895.74,988.38,1019.66,1233.85,1288.44,1348.4,1503.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8609650520501381
颗粒物排放量 (万吨),469.79,498.43,493.38,537.38,611.4,1088.48,1132.26,1284.92,1608.01,0.37257086086734004,0.3618304067570572,0.3830915948606298,0.3679932735426009,0.41796874999999994,0.8128026166683837,0.7977781230577998,0.9139324258365421,1.0
