指标,2024年,2023年,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2024年_标准化,2023年_标准化,2022年_标准化,2021年_标准化,2020年_标准化,2019年_标准化,2018年_标准化,2017年_标准化,2016年_标准化
工业污染治理完成投资 (万元),4797647.0,3624239.0,2857077.0,3352364.0,4542586.0,6151513.0,6212736.0,6815345.0,8190041.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
治理废水项目完成投资 (万元),744753.0,809614.0,377220.0,361241.0,573852.0,699004.0,640082.0,763760.0,1082395.0,0.15455346301079875,0.22224724503443016,0.13074825859206748,0.10630766670441273,0.12490063792382267,0.11158505835992599,0.10083024676666846,0.11038586939504295,0.13149861219811568
治理废气项目完成投资 (万元),3231676.0,2043227.0,1984251.0,2220982.0,2423725.0,3676995.0,3931104.0,4462628.0,5614702.0,0.6733334849183037,0.5631260154963359,0.6940527133435033,0.6619639448365621,0.5327946117255298,0.5968096953976028,0.6318496568404799,0.6541384961932283,0.6853127609956493
治理固体废物项目完成投资 (万元),194667.0,118405.0,60275.0,36611.0,173064.0,170729.0,184249.0,127419.0,466733.0,0.03980377951395878,0.031248549290948682,0.019651129531586504,0.009314215696966202,0.03652753881267363,0.025509564803673248,0.02727979017531914,0.016840468399553516,0.05626930260435091
治理噪声项目完成投资 (万元),3856.0,5319.0,4213.0,5437.0,7405.0,14168.0,15181.0,12862.0,6236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
治理其他项目完成投资 (万元),622696.0,647674.0,431118.0,728094.0,1364540.0,1590616.0,1442119.0,1448676.0,1019974.0,0.12909198586254594,0.17749908812573917,0.14964085214016512,0.21591657063330033,0.29924604993714693,0.2568615582145048,0.23024208740382296,0.21107204531051382,0.12387123104717182
